week,day_number,day_name,portion_transliteration,title_english,title_hebrew,torah_daily_reading,sefaria_bilingual_link,weekly_torah_reading,haftarah_prophets_writings,new_testament,source_note
23,7,Saturday,Pekudei,Accounts,פקודי,Exodus 40:28-40:38,https://www.sefaria.org/Exodus%2040%3A28-40%3A38?lang=bi,Exodus  38:21-40:38,II Sam 6:1-7:17,2 Cor 9:6-11; 1 Cor 3:11-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
24,1,Sunday,Vayikra,And He Called,ויקרא,Leviticus 1:1-1:13,https://www.sefaria.org/Leviticus%201%3A1-1%3A13?lang=bi,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
24,2,Monday,Vayikra,And He Called,ויקרא,Leviticus 1:14-2:6,https://www.sefaria.org/Leviticus%201%3A14-2%3A6?lang=bi,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
24,3,Tuesday,Vayikra,And He Called,ויקרא,Leviticus 2:7-2:16,https://www.sefaria.org/Leviticus%202%3A7-2%3A16?lang=bi,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
24,4,Wednesday,Vayikra,And He Called,ויקרא,Leviticus 3:1-3:17,https://www.sefaria.org/Leviticus%203%3A1-3%3A17?lang=bi,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
24,5,Thursday,Vayikra,And He Called,ויקרא,Leviticus 4:1-4:26,https://www.sefaria.org/Leviticus%204%3A1-4%3A26?lang=bi,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
24,6,Friday,Vayikra,And He Called,ויקרא,Leviticus 4:27-5:10,https://www.sefaria.org/Leviticus%204%3A27-5%3A10?lang=bi,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
24,7,Saturday,Vayikra,And He Called,ויקרא,Leviticus 5:11-5:26,https://www.sefaria.org/Leviticus%205%3A11-5%3A26?lang=bi,Leviticus  1:1-5:26,II Ki 4:42-5:19,Heb 1:1-14,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
25,1,Sunday,Tzav,Command,צו,Leviticus 6:1-6:11,https://www.sefaria.org/Leviticus%206%3A1-6%3A11?lang=bi,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו
25,2,Monday,Tzav,Command,צו,Leviticus 6:12-7:10,https://www.sefaria.org/Leviticus%206%3A12-7%3A10?lang=bi,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו
25,3,Tuesday,Tzav,Command,צו,Leviticus 7:11-7:38,https://www.sefaria.org/Leviticus%207%3A11-7%3A38?lang=bi,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו
25,4,Wednesday,Tzav,Command,צו,Leviticus 8:1-8:13,https://www.sefaria.org/Leviticus%208%3A1-8%3A13?lang=bi,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו
25,5,Thursday,Tzav,Command,צו,Leviticus 8:14-8:21,https://www.sefaria.org/Leviticus%208%3A14-8%3A21?lang=bi,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו
25,6,Friday,Tzav,Command,צו,Leviticus 8:22-8:29,https://www.sefaria.org/Leviticus%208%3A22-8%3A29?lang=bi,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו
25,7,Saturday,Tzav,Command,צו,Leviticus 8:30-8:36,https://www.sefaria.org/Leviticus%208%3A30-8%3A36?lang=bi,Leviticus  6:1-8:36,II Ki 7:3-7:20,Heb 10:1-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Corrected erroneous PWA Hebrew בחוקותי to צו
26,1,Sunday,Shmini,Eighth,שמיני,Leviticus 9:1-9:16,https://www.sefaria.org/Leviticus%209%3A1-9%3A16?lang=bi,Leviticus  9:1-11:47,Ezek 22:1-22:19,Heb 7:24-8:6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Shemini to Hebcal Shmini
26,2,Monday,Shmini,Eighth,שמיני,Leviticus 9:17-9:23,https://www.sefaria.org/Leviticus%209%3A17-9%3A23?lang=bi,Leviticus  9:1-11:47,Ezek 22:1-22:19,Heb 7:24-8:6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Shemini to Hebcal Shmini
26,3,Tuesday,Shmini,Eighth,שמיני,Leviticus 9:24-10:11,https://www.sefaria.org/Leviticus%209%3A24-10%3A11?lang=bi,Leviticus  9:1-11:47,Ezek 22:1-22:19,Heb 7:24-8:6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Shemini to Hebcal Shmini
26,4,Wednesday,Shmini,Eighth,שמיני,Leviticus 10:12-10:15,https://www.sefaria.org/Leviticus%2010%3A12-10%3A15?lang=bi,Leviticus  9:1-11:47,Ezek 22:1-22:19,Heb 7:24-8:6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Shemini to Hebcal Shmini
26,5,Thursday,Shmini,Eighth,שמיני,Leviticus 10:16-10:20,https://www.sefaria.org/Leviticus%2010%3A16-10%3A20?lang=bi,Leviticus  9:1-11:47,Ezek 22:1-22:19,Heb 7:24-8:6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Shemini to Hebcal Shmini
26,6,Friday,Shmini,Eighth,שמיני,Leviticus 11:1-11:32,https://www.sefaria.org/Leviticus%2011%3A1-11%3A32?lang=bi,Leviticus  9:1-11:47,Ezek 22:1-22:19,Heb 7:24-8:6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Shemini to Hebcal Shmini
26,7,Saturday,Shmini,Eighth,שמיני,Leviticus 11:33-11:47,https://www.sefaria.org/Leviticus%2011%3A33-11%3A47?lang=bi,Leviticus  9:1-11:47,Ezek 22:1-22:19,Heb 7:24-8:6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Shemini to Hebcal Shmini
27,1,Sunday,Tazria,She Will Conceive,תזריע,Leviticus 12:1-13:5,https://www.sefaria.org/Leviticus%2012%3A1-13%3A5?lang=bi,Leviticus  12:1-13:59,Amos 9:7-9:15,Heb 7:1-19; 8:1-6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
27,2,Monday,Tazria,She Will Conceive,תזריע,Leviticus 13:6-13:17,https://www.sefaria.org/Leviticus%2013%3A6-13%3A17?lang=bi,Leviticus  12:1-13:59,Amos 9:7-9:15,Heb 7:1-19; 8:1-6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
27,3,Tuesday,Tazria,She Will Conceive,תזריע,Leviticus 13:18-13:23,https://www.sefaria.org/Leviticus%2013%3A18-13%3A23?lang=bi,Leviticus  12:1-13:59,Amos 9:7-9:15,Heb 7:1-19; 8:1-6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
27,4,Wednesday,Tazria,She Will Conceive,תזריע,Leviticus 13:24-13:28,https://www.sefaria.org/Leviticus%2013%3A24-13%3A28?lang=bi,Leviticus  12:1-13:59,Amos 9:7-9:15,Heb 7:1-19; 8:1-6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
27,5,Thursday,Tazria,She Will Conceive,תזריע,Leviticus 13:29-13:39,https://www.sefaria.org/Leviticus%2013%3A29-13%3A39?lang=bi,Leviticus  12:1-13:59,Amos 9:7-9:15,Heb 7:1-19; 8:1-6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
27,6,Friday,Tazria,She Will Conceive,תזריע,Leviticus 13:40-13:54,https://www.sefaria.org/Leviticus%2013%3A40-13%3A54?lang=bi,Leviticus  12:1-13:59,Amos 9:7-9:15,Heb 7:1-19; 8:1-6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
27,7,Saturday,Tazria,She Will Conceive,תזריע,Leviticus 13:55-13:59,https://www.sefaria.org/Leviticus%2013%3A55-13%3A59?lang=bi,Leviticus  12:1-13:59,Amos 9:7-9:15,Heb 7:1-19; 8:1-6,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
28,1,Sunday,Metzora,Leper,מצורע,Leviticus 14:1-14:12,https://www.sefaria.org/Leviticus%2014%3A1-14%3A12?lang=bi,Leviticus  14:1-15:33,Ezek 44:15-44:31,John 6:8-13; Mt 8:1-4,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
28,2,Monday,Metzora,Leper,מצורע,Leviticus 14:13-14:20,https://www.sefaria.org/Leviticus%2014%3A13-14%3A20?lang=bi,Leviticus  14:1-15:33,Ezek 44:15-44:31,John 6:8-13; Mt 8:1-4,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
28,3,Tuesday,Metzora,Leper,מצורע,Leviticus 14:21-14:32,https://www.sefaria.org/Leviticus%2014%3A21-14%3A32?lang=bi,Leviticus  14:1-15:33,Ezek 44:15-44:31,John 6:8-13; Mt 8:1-4,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
28,4,Wednesday,Metzora,Leper,מצורע,Leviticus 14:33-14:53,https://www.sefaria.org/Leviticus%2014%3A33-14%3A53?lang=bi,Leviticus  14:1-15:33,Ezek 44:15-44:31,John 6:8-13; Mt 8:1-4,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
28,5,Thursday,Metzora,Leper,מצורע,Leviticus 14:54-15:15,https://www.sefaria.org/Leviticus%2014%3A54-15%3A15?lang=bi,Leviticus  14:1-15:33,Ezek 44:15-44:31,John 6:8-13; Mt 8:1-4,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
28,6,Friday,Metzora,Leper,מצורע,Leviticus 15:16-15:28,https://www.sefaria.org/Leviticus%2015%3A16-15%3A28?lang=bi,Leviticus  14:1-15:33,Ezek 44:15-44:31,John 6:8-13; Mt 8:1-4,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
28,7,Saturday,Metzora,Leper,מצורע,Leviticus 15:29-15:33,https://www.sefaria.org/Leviticus%2015%3A29-15%3A33?lang=bi,Leviticus  14:1-15:33,Ezek 44:15-44:31,John 6:8-13; Mt 8:1-4,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
29,1,Sunday,Achrei Mot,After the Death,אחרי מות,Leviticus 16:1-16:17,https://www.sefaria.org/Leviticus%2016%3A1-16%3A17?lang=bi,Leviticus  16:1-18:30,Jer 32:6-32:27,Matt 8:1-17,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Acharei Mot to Hebcal Achrei Mot
29,2,Monday,Achrei Mot,After the Death,אחרי מות,Leviticus 16:18-16:24,https://www.sefaria.org/Leviticus%2016%3A18-16%3A24?lang=bi,Leviticus  16:1-18:30,Jer 32:6-32:27,Matt 8:1-17,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Acharei Mot to Hebcal Achrei Mot
29,3,Tuesday,Achrei Mot,After the Death,אחרי מות,Leviticus 16:25-16:34,https://www.sefaria.org/Leviticus%2016%3A25-16%3A34?lang=bi,Leviticus  16:1-18:30,Jer 32:6-32:27,Matt 8:1-17,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Acharei Mot to Hebcal Achrei Mot
29,4,Wednesday,Achrei Mot,After the Death,אחרי מות,Leviticus 17:1-17:7,https://www.sefaria.org/Leviticus%2017%3A1-17%3A7?lang=bi,Leviticus  16:1-18:30,Jer 32:6-32:27,Matt 8:1-17,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Acharei Mot to Hebcal Achrei Mot
29,5,Thursday,Achrei Mot,After the Death,אחרי מות,Leviticus 17:8-18:5,https://www.sefaria.org/Leviticus%2017%3A8-18%3A5?lang=bi,Leviticus  16:1-18:30,Jer 32:6-32:27,Matt 8:1-17,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Acharei Mot to Hebcal Achrei Mot
29,6,Friday,Achrei Mot,After the Death,אחרי מות,Leviticus 18:6-18:21,https://www.sefaria.org/Leviticus%2018%3A6-18%3A21?lang=bi,Leviticus  16:1-18:30,Jer 32:6-32:27,Matt 8:1-17,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Acharei Mot to Hebcal Achrei Mot
29,7,Saturday,Achrei Mot,After the Death,אחרי מות,Leviticus 18:22-18:30,https://www.sefaria.org/Leviticus%2018%3A22-18%3A30?lang=bi,Leviticus  16:1-18:30,Jer 32:6-32:27,Matt 8:1-17,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal; Transliteration standardized from Acharei Mot to Hebcal Achrei Mot
30,1,Sunday,Kedoshim,Holy Ones,קדושים,Leviticus 19:1-19:14,https://www.sefaria.org/Leviticus%2019%3A1-19%3A14?lang=bi,Leviticus  19:1-20:27,Jer 16:19-17:14,Heb 9:11-28,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
30,2,Monday,Kedoshim,Holy Ones,קדושים,Leviticus 19:15-19:22,https://www.sefaria.org/Leviticus%2019%3A15-19%3A22?lang=bi,Leviticus  19:1-20:27,Jer 16:19-17:14,Heb 9:11-28,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
30,3,Tuesday,Kedoshim,Holy Ones,קדושים,Leviticus 19:23-19:32,https://www.sefaria.org/Leviticus%2019%3A23-19%3A32?lang=bi,Leviticus  19:1-20:27,Jer 16:19-17:14,Heb 9:11-28,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
30,4,Wednesday,Kedoshim,Holy Ones,קדושים,Leviticus 19:33-19:37,https://www.sefaria.org/Leviticus%2019%3A33-19%3A37?lang=bi,Leviticus  19:1-20:27,Jer 16:19-17:14,Heb 9:11-28,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
30,5,Thursday,Kedoshim,Holy Ones,קדושים,Leviticus 20:1-20:7,https://www.sefaria.org/Leviticus%2020%3A1-20%3A7?lang=bi,Leviticus  19:1-20:27,Jer 16:19-17:14,Heb 9:11-28,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
30,6,Friday,Kedoshim,Holy Ones,קדושים,Leviticus 20:8-20:22,https://www.sefaria.org/Leviticus%2020%3A8-20%3A22?lang=bi,Leviticus  19:1-20:27,Jer 16:19-17:14,Heb 9:11-28,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
30,7,Saturday,Kedoshim,Holy Ones,קדושים,Leviticus 20:23-20:27,https://www.sefaria.org/Leviticus%2020%3A23-20%3A27?lang=bi,Leviticus  19:1-20:27,Jer 16:19-17:14,Heb 9:11-28,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
31,1,Sunday,Emor,Say,אמר,Leviticus 21:1-21:15,https://www.sefaria.org/Leviticus%2021%3A1-21%3A15?lang=bi,Leviticus  21:1-24:23,Hos 2:1-2:23,1 Cor 6:9-20; 1 Pet 1:13-16,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
31,2,Monday,Emor,Say,אמר,Leviticus 21:16-22:16,https://www.sefaria.org/Leviticus%2021%3A16-22%3A16?lang=bi,Leviticus  21:1-24:23,Hos 2:1-2:23,1 Cor 6:9-20; 1 Pet 1:13-16,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
31,3,Tuesday,Emor,Say,אמר,Leviticus 22:17-22:33,https://www.sefaria.org/Leviticus%2022%3A17-22%3A33?lang=bi,Leviticus  21:1-24:23,Hos 2:1-2:23,1 Cor 6:9-20; 1 Pet 1:13-16,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
31,4,Wednesday,Emor,Say,אמר,Leviticus 23:1-23:22,https://www.sefaria.org/Leviticus%2023%3A1-23%3A22?lang=bi,Leviticus  21:1-24:23,Hos 2:1-2:23,1 Cor 6:9-20; 1 Pet 1:13-16,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
31,5,Thursday,Emor,Say,אמר,Leviticus 23:23-23:32,https://www.sefaria.org/Leviticus%2023%3A23-23%3A32?lang=bi,Leviticus  21:1-24:23,Hos 2:1-2:23,1 Cor 6:9-20; 1 Pet 1:13-16,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
31,6,Friday,Emor,Say,אמר,Leviticus 23:33-23:44,https://www.sefaria.org/Leviticus%2023%3A33-23%3A44?lang=bi,Leviticus  21:1-24:23,Hos 2:1-2:23,1 Cor 6:9-20; 1 Pet 1:13-16,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
31,7,Saturday,Emor,Say,אמר,Leviticus 24:1-24:23,https://www.sefaria.org/Leviticus%2024%3A1-24%3A23?lang=bi,Leviticus  21:1-24:23,Hos 2:1-2:23,1 Cor 6:9-20; 1 Pet 1:13-16,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
32,1,Sunday,Behar,On the Mount,בהר,Leviticus 25:1-25:13,https://www.sefaria.org/Leviticus%2025%3A1-25%3A13?lang=bi,Leviticus  25:1-26:2,Judges 13:2-13:25,1 Pet 2:4-10,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
32,2,Monday,Behar,On the Mount,בהר,Leviticus 25:14-25:18,https://www.sefaria.org/Leviticus%2025%3A14-25%3A18?lang=bi,Leviticus  25:1-26:2,Judges 13:2-13:25,1 Pet 2:4-10,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
32,3,Tuesday,Behar,On the Mount,בהר,Leviticus 25:19-25:24,https://www.sefaria.org/Leviticus%2025%3A19-25%3A24?lang=bi,Leviticus  25:1-26:2,Judges 13:2-13:25,1 Pet 2:4-10,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
32,4,Wednesday,Behar,On the Mount,בהר,Leviticus 25:25-25:28,https://www.sefaria.org/Leviticus%2025%3A25-25%3A28?lang=bi,Leviticus  25:1-26:2,Judges 13:2-13:25,1 Pet 2:4-10,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
32,5,Thursday,Behar,On the Mount,בהר,Leviticus 25:29-25:38,https://www.sefaria.org/Leviticus%2025%3A29-25%3A38?lang=bi,Leviticus  25:1-26:2,Judges 13:2-13:25,1 Pet 2:4-10,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
32,6,Friday,Behar,On the Mount,בהר,Leviticus 25:39-25:46,https://www.sefaria.org/Leviticus%2025%3A39-25%3A46?lang=bi,Leviticus  25:1-26:2,Judges 13:2-13:25,1 Pet 2:4-10,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
32,7,Saturday,Behar,On the Mount,בהר,Leviticus 25:47-26:2,https://www.sefaria.org/Leviticus%2025%3A47-26%3A2?lang=bi,Leviticus  25:1-26:2,Judges 13:2-13:25,1 Pet 2:4-10,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
33,1,Sunday,Bechukotai,By My Decrees,בחוקותי,Leviticus 26:3-26:5,https://www.sefaria.org/Leviticus%2026%3A3-26%3A5?lang=bi,Leviticus  26:3-27:34,Zech 2:14-4:7,Lk 4:16-21,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
33,2,Monday,Bechukotai,By My Decrees,בחוקותי,Leviticus 26:6-26:9,https://www.sefaria.org/Leviticus%2026%3A6-26%3A9?lang=bi,Leviticus  26:3-27:34,Zech 2:14-4:7,Lk 4:16-21,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
33,3,Tuesday,Bechukotai,By My Decrees,בחוקותי,Leviticus 26:10-26:46,https://www.sefaria.org/Leviticus%2026%3A10-26%3A46?lang=bi,Leviticus  26:3-27:34,Zech 2:14-4:7,Lk 4:16-21,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
33,4,Wednesday,Bechukotai,By My Decrees,בחוקותי,Leviticus 27:1-27:15,https://www.sefaria.org/Leviticus%2027%3A1-27%3A15?lang=bi,Leviticus  26:3-27:34,Zech 2:14-4:7,Lk 4:16-21,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
33,5,Thursday,Bechukotai,By My Decrees,בחוקותי,Leviticus 27:16-27:21,https://www.sefaria.org/Leviticus%2027%3A16-27%3A21?lang=bi,Leviticus  26:3-27:34,Zech 2:14-4:7,Lk 4:16-21,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
33,6,Friday,Bechukotai,By My Decrees,בחוקותי,Leviticus 27:22-27:28,https://www.sefaria.org/Leviticus%2027%3A22-27%3A28?lang=bi,Leviticus  26:3-27:34,Zech 2:14-4:7,Lk 4:16-21,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
33,7,Saturday,Bechukotai,By My Decrees,בחוקותי,Leviticus 27:29-27:34,https://www.sefaria.org/Leviticus%2027%3A29-27%3A34?lang=bi,Leviticus  26:3-27:34,Zech 2:14-4:7,Lk 4:16-21,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
34,1,Sunday,Bamidbar,In the Wilderness,במדבר,Numbers 1:1-1:19,https://www.sefaria.org/Numbers%201%3A1-1%3A19?lang=bi,Numbers  1:1-4:20,Josh 2:1-2:24,Mt. 21:33-46; 2 Cor 6:14-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
34,2,Monday,Bamidbar,In the Wilderness,במדבר,Numbers 1:20-1:54,https://www.sefaria.org/Numbers%201%3A20-1%3A54?lang=bi,Numbers  1:1-4:20,Josh 2:1-2:24,Mt. 21:33-46; 2 Cor 6:14-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
34,3,Tuesday,Bamidbar,In the Wilderness,במדבר,Numbers 2:1-2:34,https://www.sefaria.org/Numbers%202%3A1-2%3A34?lang=bi,Numbers  1:1-4:20,Josh 2:1-2:24,Mt. 21:33-46; 2 Cor 6:14-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
34,4,Wednesday,Bamidbar,In the Wilderness,במדבר,Numbers 3:1-3:13,https://www.sefaria.org/Numbers%203%3A1-3%3A13?lang=bi,Numbers  1:1-4:20,Josh 2:1-2:24,Mt. 21:33-46; 2 Cor 6:14-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
34,5,Thursday,Bamidbar,In the Wilderness,במדבר,Numbers 3:14-3:39,https://www.sefaria.org/Numbers%203%3A14-3%3A39?lang=bi,Numbers  1:1-4:20,Josh 2:1-2:24,Mt. 21:33-46; 2 Cor 6:14-18,Recovered from HomeGroupsApp PWA; daily aliyot from Hebcal
